utterance,hat
"I want to make an omelet , so actually this is really silly , I've never made one before . How do you make an omelet ?",green
"I think , as the saying goes haste makes waste , it is the same with marriage . __eou__",green
"Ma , I really don't know how to thank you .",yellow
I'll never hurt you ; I'll never lie .,yellow
The final report is exceptionally thorough and well done . I think that you have been come up with some interesting recommendations for the client .,yellow
"Ok . You need to know what they like or dislike , what religions they follow . Especially you need to know how they behave , their habits and their way of life , the things that they are used to . Sometimes , people in different countries , have varying outlooks for cultural , political , religious .",black
The Great Wall is a great attraction for visitors .,yellow
And how did you get around town ?,green
"Honey , how about taking them to the beach this weekend ?",black
"Ok , let ’ s go through this one more time . I don ’ t want anymore ruined or dyed blouses !",red
Would you mind if I make a suggestion ?,white
"I can't say , but let me make a call and see if I can help .",black
"Thanks , sir . You too . Drive safely , I hear there ’ s a lot ice on the roads .",white
Surely of course . __eou__,green
I went bungee jumping yesterday .,yellow
Either in the overhead compartment or underneath the seat .,green
I'd say all you've done is moved the dirt from the windows on to your face and hands . Disgraceful !,red
"The area can be a bit rough in the evenings , but the neighbors watch out for each other , so it ’ s ok . __eou__",black
"Yes , it is . There are three bedrooms , a living room , a dining room , and a big kitchen . There's also a garden .",black
You could try shopping at a flea market .,green
That's long leave . How's your project coming along ?,white
"I will help to prepare food , feed animals and clean up . I ’ m very excited about it now .",yellow
Try it on in front of the mirror .,green
"Everyone is looking at the issue in the short term , rather than the long term . It ’ s the same with the destruction of the rainforests . Countries and companies just want the wood . They ’ re not thinking about the long-term damage to the forests . We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life .",black
How would you deal with those who are not easy to get along with ?,white
"But supposing your son killed like the fish , what do you think then ?",white
"Yes , certainly.How can I help you ?",black
Aright . I'll meet you there at one o'clock . __eou__,yellow
I can't take the credit for that . I'm just Zina's assistant . She's the pro . __eou__,black
Will you come to join us at dinner this evening ? My family will be happy to see you . And father misses you very much .,black
How many people are in your family ?,white
"No problem . No matter what ’ s wrong with it , I can surely meet your satisfaction .",green
I love anything with chocolate the best .,yellow
The hotel is near to People's Square . Its name is Bai Ju Hotel .,black
That's cool . What documents do I need to carry ?,yellow
"Oh , that's why my parents never scold me that day . They always try to avoid tears and quarrels . __eou__",black
"The parades are usually military ones , but sometimes there are procession of people carrying flags and singing patriotic songs . What do you do on national day in your country ?",black
Just tell the truth . I won ’ t take it personally .,green
I think is looks great . I really like the light colors you have chosen . The pictures are nice too . Did you bought any new furniture ?,green
They are very compact and are designed to be used with one hand .,yellow
No . It's out of the question . __eou__,white
Really ? Who made that rule up ?,red
"Hmm , I don't feel very comfortable .",red
"Sorry , no . We only take MasterCard or Visa .",red
"Indeed , it's unfair . Households with higher salaries receive larger LPF contributions and thus qualify for larger loans . Lower-income households , on the other hand , can only get smaller loans , or perhaps nothing if they could not afford to purchase any housing .",green
Hey . Let's trade places one weekend !,yellow
That is absolutely incorrect ! I was out on the town Monday night .,red
"Of course , I will.Well , it's time for me to say goodbye.The plane will take off soon.Hope some day you will come to America for a visit .",black
Do you have a club card or will it be cash ?,white
